areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03
Central Harlem,Manhattan,neighborhood,1600,1650,1600,1575,1550,1516,1500,1500,1500,1550,1500,1500,1500,1500,1608,1663,1700,1650,1700,1738,1773,1675,1750,1750,1650,1700,1775,1695,1675,1650,1700,1850,1750,1695,1700,1675,1675,1700,1750,1700,1700,1750,1800,1813,1813,1798,1795,1750,1750,1750,1750,1800,1800,1800,1800,1795,1800,1900,1800,1800,1912,1955,1975,1975,1950,2000,1995,2000,1950,1900,1965,2046,2000,2000,2100,2100,2100,2100,2100,2000,2000,2100,2000,2095,2100,2099,2062,2062,2062,2080,2100,2150,2100,2000,1995,2095,2185,2200,2260,2250,2250,2200,2290,2195,2100,2100,2100,2100,2156,2140,2108,2245,2300,2348,2325,2300,2300,2225,2200,2200,2283,2295,2295,2295,2250,2250,2199,2100,2100,2000,2017,1995,1990,2000,1996,2000,2083,2142,2150,2195,2250,2195,2111,2150,2250,2299,2325,2363,2395,2500,2600,2526,2500,2500,2499,2499,2500,2600,2695,2650,2650,2600,2598,2595,2550,2534,2500,2550,2580,2596,2650
Central Park South,Manhattan,neighborhood,5500,5500,5300,5950,5000,5500,5395,5500,6500,6500,6250,5000,5000,5850,5100,6250,6500,5600,5475,5375,6200,5725,6250,6125,6000,6100,5500,5250,5000,5500,5800,4995,4950,5625,5875,5600,6000,6000,6000,6000,6800,6800,6900,6750,6300,6075,5975,6000,6200,6000,5998,5700,6400,5550,5600,6300,6995,6500,6995,6725,6675,6850,6950,6700,6500,6000,6500,6925,7125,7850,7500,7500,7000,7000,6995,6995,6245,6490,6750,6500,6500,6500,6490,6500,6500,6175,6425,5950,5975,6500,6461,6500,6500,6500,6000,6000,6000,6200,6000,6000,5500,5750,6646,6646,6750,6675,6600,6950,6600,6700,6000,6000,5650,5800,5898,5500,5500,6000,6250,6356,6481,6431,6000,5750,5550,5350,5000,5075,5154,5425,5000,4823,4998,5995,5995,5950,5900,6000,6000,6000,6000,6948,6700,7175,7175,6948,7450,7450,7450,6998,8250,7450,7225,7223,6948,6400,6100,6200,6200,6000,6750,7098,6995,6875,6800,6800,6500,7000,7000,7000,7200
Central Queens,Queens,submarket,1363,1363,1363,1375,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1485,1450,1450,1450,1450,1500,1550,1550,1550,1550,1525,1550,1550,1650,1600,1550,1550,1500,1500,1700,1650,1650,1550,1600,1563,1575,1550,1600,1650,1650,1600,1650,1600,1625,1625,1700,1750,1675,1650,1695,1725,1725,1750,1750,1750,1725,1725,1750,1775,1750,1750,1775,1795,1800,1795,1750,1750,1750,1750,1750,1750,1800,1800,1800,1800,1850,1834,1825,1825,1850,1800,1800,1800,1800,1800,1800,1800,1848,1850,1849,1825,1805,1800,1800,1810,1800,1810,1850,1845,1875,1866,1849,1825,1800,1800,1833,1850,1850,1850,1899,1905,1900,1895,1895,1900,1895,1890,1900,1950,1900,1875,1875,1873,1850,1825,1825,1825,1800,1800,1800,1800,1800,1848,1851,1895,1850,1875,1900,1900,1900,1950,1950,1950,1950,2000,2100,2100,2100,2099,2100,2150,2100,2100,2150,2150,2200,2250,2250,2300,2400,2350,2350,2350,2300,2390,2300,2350
Chelsea,Manhattan,neighborhood,3150,3270,3050,2993,3020,3000,3000,3150,3468,3300,3295,3225,3200,3200,3295,3350,3295,3400,3350,3350,3400,3500,3473,3350,3283,3350,3498,3500,3500,3625,3500,3500,3550,3400,3495,3500,3495,3513,3545,3695,3573,3423,3500,3650,3650,3725,3500,3598,3595,3500,3575,3650,3750,3655,3675,3655,3750,3695,3687,3650,3750,3750,3795,3895,3875,3850,3890,3900,3895,3963,3800,3875,3868,3895,3850,3995,4000,4000,3975,3895,3895,3895,3934,3861,3850,3915,3865,3872,3923,3850,3800,3852,3828,3895,3888,3853,3900,3950,3998,3767,3695,3896,3850,4056,4170,3995,3995,4006,4195,4295,4245,4200,4250,4450,4397,4383,4243,4237,4235,4200,4150,4193,4183,4000,3854,3700,3500,3400,3302,3376,3250,3395,3450,3580,3746,3695,3818,4295,4250,4398,4695,4850,4893,4894,4988,4990,5161,5311,5300,5259,5195,5135,5095,5150,5000,5075,4999,5116,5078,5195,5398,5350,5300,5300,5266,5187,5097,5250,5495,5495,5500
Chinatown,Manhattan,neighborhood,,,,,,,,,2000,1900,,,,,,1875,1950,2500,2350,2050,,,,,,,,,,2250,2000,2550,2550,2650,2600,2395,,,,,2600,2600,2700,2600,2550,2600,2525,2525,2850,2495,2306,2600,2425,2448,2400,2400,2400,2475,2600,2500,2500,2500,2150,2225,2550,2250,2425,2900,2700,2500,2350,2200,2198,2148,2295,2200,2198,2300,2400,2398,2700,2400,2500,2500,2400,2297,2325,2400,2400,2325,2375,2200,2399,2485,2450,2495,2400,2100,2288,2200,2075,2238,2295,2250,2200,2175,2363,2300,2271,2225,2300,2238,2300,2300,2483,2380,2300,2325,2298,2700,2275,2350,2495,2298,2400,2250,2127,2100,2000,1950,1900,1900,1950,2050,2000,2200,2100,2100,2100,2100,2500,2500,2650,2473,2900,2500,,2895,2775,2850,2795,2849,2800,3000,2550,2700,2500,2448,2875,2800,2825,2700,3000,2900,2688,2800,2675,2700,2650,2255,2500
City Island,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Center,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clearview,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton Hill,Brooklyn,neighborhood,1690,1683,1750,1725,1800,1675,1700,1842,1895,1850,1850,1833,1833,1898,1900,1900,2000,2000,1975,2148,2300,2493,2000,1950,2150,2123,2400,2338,2500,2300,2150,2500,2850,2563,2400,2350,2250,2300,2395,2300,2300,2350,2250,2298,2350,2350,2300,2400,2100,2201,2200,2295,2450,2500,2475,2450,2438,2500,2400,2400,2423,2350,2300,2400,2500,2400,2425,2450,2350,2300,2308,2320,2399,2320,2398,2400,2500,2500,2500,2400,2411,2400,2450,2400,2359,2400,2400,2400,2400,2495,2417,2377,2375,2383,2395,2400,2444,2480,2486,2495,2599,2500,2581,2530,2492,2495,2494,2400,2500,2625,2650,2618,2864,2800,2800,2796,2802,2800,2695,2646,2725,2750,2700,2738,2663,2599,2495,2400,2385,2350,2200,2200,2275,2400,2467,2450,2600,2595,2600,2672,2775,2900,2550,2795,2911,3062,3164,3190,3257,3400,3250,3400,3346,3425,3415,3315,3500,3575,3563,3700,3750,3600,3590,3600,3727,3600,3500,3501,3550,3500,3600
Co-op City,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobble Hill,Brooklyn,neighborhood,1850,1900,1900,2075,2225,2200,2370,2390,2385,,,,,,,,,2600,2650,,,,,2550,2725,2750,2425,2600,2500,2313,2350,2565,2700,2620,2620,2620,2500,2550,2550,2350,2600,2600,2600,2600,2713,2675,2500,2425,2500,2625,2425,2400,2600,2800,2850,2685,2835,2700,2700,2500,2775,2700,2600,2870,2550,2550,2650,2850,2850,2575,2700,2500,2700,2700,2675,2750,2825,2700,2600,2675,2525,2650,2550,2525,2605,2600,2500,2450,2500,2500,2500,2550,2650,2700,2625,2475,2500,2600,2500,2800,2800,2850,2846,2800,2775,2625,2850,2800,2650,3148,2850,2775,2900,2700,2513,2750,2825,2795,2850,2770,2740,2900,2900,2923,2900,2950,2700,2500,2450,2385,2400,2500,2500,2500,2500,2500,2600,2500,2900,3200,3150,2840,2840,2840,3150,3000,2950,3350,3350,3350,3750,3550,3600,3500,3550,3500,3275,3175,2900,3500,3325,3300,3775,3600,3625,3450,3500,3425,3500,3350,3950
College Point,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia St Waterfront District,Brooklyn,neighborhood,,,,,,,,,,,,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2700,2650,,2400,1975,2100,,2000,,2140,2200,2200,2200,2200,2200,2225,2200,2250,2300,2250,,,,,,2300,2395,2400,2395,2398,2400,2300,2350,2275,2200,2225,2200,2250,2300,2300,2375,2400,2400,2367,2500,2500,2400,2400,2300,2375,2500,2700,2675,2300,2575,2438,2500,2500,2500,2500,2488,2475,2500,2500,2650,2600,,,,2500,,2500,2500,2500,2500,2500,2500,2500,2300,2300,2300,2275,2200,2225,2400,2500,2200,2300,2500,2600,2825,2600,2625,2800,2600,,,,,,3000,3000,,,,,,,,,,,,,,,,,,,
Concourse,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,1100,1050,,,,1250,,1200,1150,1150,1325,1125,1150,1300,1313,,,,,,,,,,,1375,,1387,1375,1325,1402,1386,1399,,1350,1260,1250,1295,1295,,,,1323,1323,1325,1350,1300,1350,1350,1350,1300,1300,1325,,1350,1350,1395,1412,1450,1525,1495,1495,1450,1495,1495,1400,1400,1499,1500,1500,1500,1500,1543,1558,1500,1500,1500,1500,1450,1450,1650,1675,,1649,1493,1550,1595,1553,1552,1554,1575,1598,1613,1624,1600,1615,1636,1636,1650,1650,1687,1750,1700,1785,1699,1674,1650,1695,1699,1675,1613,1550,1618,1600,1600,1650,1695,1695,1695,1650,1650,1638,1725,1650,1698,1695,1750,1738,1779,1723,1775,1779,1750,1675,1795,1775,1775,1775,1800,1838,1750,1695,1895,1898,1995,1970,1895,1850,1968,1995,1725
Coney Island,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,,,1860,,,1950,1925,,,1850,1925,,,1911,1832,1856,,,1749,1762,1787,1850,,1975,,1975,1899,1850,,,1899,,,,,1850,1950,1950,2025,,2100,,2088,2150,2150,2150,,2100,1900,2099,,2199,2175,2150,,2099,2558,2570,2570,2430,2250,2225,2250,2200,2200,2318,2154,2154,2104,2129,2050,2063,2050,2050,2074,2098,2119,2157,2178,2225,2150,2156,2156,2225,2429,2282,2396,2450,2373,2525,2938,3020,2550,2478,2525,2600,2594,2600,2729,2850,2882,2850,2995,3240,2885,3103,2800,2766
Corona,Queens,neighborhood,1113,,,,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1497,1500,1500,1495,,,,1550,1550,,1600,1650,1600,1650,1650,1650,1650,1650,1650,1625,1755,1760,1785,1785,1780,1755,1848,1778,1860,1788,1780,1780,1765,1768,1800,1800,1820,1820,1805,1785,1830,1903,1920,1853,1795,1750,1658,1647,,,,,1915,1940,,,,,1980,1960,,,,1785,1836,1884,1892,1909,1870,1862,1846,1846,1832,1900,1896,1821,1734,1724,1705,1794,1797,1815,1735,1796,1831,1933,1947,1926,,1943,1947,1945,1968,1945,1993,2060,2292,2341,2191,2079,,2199,2199,2100,2396,2402,,,,2380,,,,,,2454,,
Country Club,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crotona Park East,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,1590,,,,,,,,,,,,,,,
Crown Heights,Brooklyn,neighborhood,1795,1900,1975,1900,1763,1450,1400,1300,1350,1430,1499,1513,1480,1350,1350,1400,1413,1325,1450,1325,1600,1625,1625,1575,1575,1595,1638,1663,1700,1600,1625,1800,1800,1555,1600,1600,1600,1725,1600,1600,1695,1700,1725,1750,1700,1675,1600,1595,1575,1495,1575,1690,1700,1850,1850,1850,1713,1698,1700,1660,1650,1650,1650,1650,1700,1700,1725,1938,1938,1800,1800,1800,1800,1850,1898,1900,1960,1900,1900,1948,1913,1958,1800,1900,1900,1963,1900,1995,1950,1990,1999,2000,2055,2150,1950,1874,1850,1860,1995,2093,2000,2095,2104,2000,2150,2150,1975,2075,2000,2000,2000,2100,2090,2100,2100,2100,2175,2100,2108,2100,2150,2100,2200,2150,2100,2083,2000,2000,1975,1900,1900,1900,1900,1900,1897,1850,1925,1999,2000,2025,2100,2000,2100,2150,2150,2100,2200,2200,2499,2500,2550,2875,2800,2600,2650,2585,2625,2550,2529,2699,2800,2650,2700,2875,2799,2799,2700,2800,2800,2680,2700
DUMBO,Brooklyn,neighborhood,2900,2800,2850,2750,2700,2350,3000,3100,3150,3000,3300,3275,3295,3295,3300,3000,3000,2925,3000,3200,3800,3300,3000,3000,3100,3100,3175,2925,2973,3100,3323,3450,3495,3550,3575,3950,3775,3300,3400,3400,3400,3400,3475,3650,3650,3500,3400,3400,3650,3600,3550,3650,3700,3700,3700,3724,3650,3704,3717,3600,3685,3643,3750,3733,3738,3888,3717,3738,3792,3852,3762,3882,3891,3834,3822,3938,4000,3800,3978,3688,3762,3831,3872,3600,3600,3819,3780,3800,3800,3750,3667,3658,3597,3548,3678,3750,3804,3829,3850,3810,3996,3997,3995,3965,3795,4200,3973,3898,3965,4120,4314,4273,4000,3995,4210,4250,4230,3975,4112,3997,3995,4148,4190,3973,4095,4000,3969,3941,3857,3898,3950,3745,3748,3750,3845,3995,3945,4095,4084,4007,4359,4395,4395,4500,4500,4500,4902,4750,4888,4928,4958,4950,4973,4895,4645,4553,4974,4893,4895,4898,5000,5029,5200,5072,5019,5110,4898,4948,4969,4850,4890
Ditmas Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,1450,1450,,1438,1500,,,1475,1475,1500,1473,1513,1700,,1663,1613,1525,1500,,,,1500,,1550,1500,1550,1538,1450,1463,1525,1513,1538,1513,1525,1552,1551,1495,1495,1548,1550,1550,1550,1500,1600,1600,1600,1599,1600,1600,1600,1700,1772,1795,1650,1725,1795,1700,1700,1750,1700,1650,1825,1750,1799,1800,1750,1837,1750,1700,1700,1775,1750,1650,1663,1713,1700,1725,1750,1738,1750,1775,1700,1700,1700,1700,1800,1848,1850,1800,1775,1800,1995,1750,1897,1775,1788,1825,1813,2025,1850,1887,1825,1850,1795,1795,1800,1759,1700,1698,1700,1775,1700,1748,1800,1815,1775,1788,1799,1800,1800,1800,1800,1800,1800,1850,1803,1895,2150,2250,2300,2225,2200,1999,2225,2150,2000,2199,2200,2399,2230,2175,2399,2299,2225,2275,2288,2350,2300,2200
Douglaston,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downtown Brooklyn,Brooklyn,neighborhood,2015,2040,2082,2143,2370,2418,2420,2500,2530,2505,2505,2418,2500,2450,2352,2356,2341,2467,2483,2500,2485,2470,2480,2500,2307,2323,2406,2415,2452,2550,2550,2522,2573,2650,2750,2860,2850,2895,2895,2895,2898,2768,2800,2895,2780,2775,2735,2777,2800,2938,2985,2900,2998,2950,3000,3044,3010,3000,3036,2985,3027,3180,3255,3225,3240,3163,3145,3115,3179,3100,3050,3100,3071,3071,3094,3070,3000,3080,3098,3070,3048,3049,3002,2973,3008,3050,3030,3070,3107,3100,3185,3195,3140,3050,3000,3050,3077,3061,3275,3341,3406,3411,3369,3425,3364,3360,3325,3420,3400,3400,3378,3457,3473,3509,3564,3610,3464,3423,3378,3377,3458,3392,3350,3278,3228,3178,3105,2994,2856,2805,2900,3000,3150,3185,3237,3375,3439,3510,3600,3715,3695,3700,3700,3795,3950,4027,4058,4080,4176,4204,4200,4250,4164,4031,4038,4000,4070,4025,4015,4200,4268,4200,4200,4205,4100,4111,4109,4150,4198,4299,4218
Dyker Heights,Brooklyn,neighborhood,,,,,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,,,,,,1349,,,,,,,,,,,,,,1475,1475,1450,,,,,,,,,,,1450,1475,1500,1550,1500,,,,,,,1499,1550,1525,1588,1600,1563,1500,1548,1595,1525,1600,1599,1575,1555,1625,1650,1600,1500,1525,1600,,1675,,,,,,,,1675,1650,1650,1650,1638,1500,1500,1550,1500,1613,1600,1598,1595,1600,1650,1600,1600,1550,1600,1600,1600,,,,,1900,1950,,,,,,1738,,,,1813,,,,,,,
East Brooklyn,Brooklyn,submarket,1525,1500,1475,1650,1500,1400,1400,1368,1400,1500,1425,1500,1500,1498,1550,1500,1495,1325,1400,1400,1500,1590,1550,1450,1450,1500,1550,1613,1650,1600,1595,1578,1550,1550,1600,1555,1525,1700,1698,1700,1695,1698,1695,1750,1700,1700,1700,1700,1700,1633,1700,1748,1785,1800,1800,1800,1797,1750,1795,1700,1700,1750,1750,1795,1850,1898,1925,1990,1900,1895,1875,1895,1900,1900,1900,1999,2000,2000,2000,2055,2000,2000,1950,1999,1995,2000,1999,2000,2005,2055,2050,2099,2099,2100,1999,1990,1999,1995,2095,2100,2100,2117,2150,2180,2200,2200,2125,2150,2155,2195,2199,2200,2240,2247,2250,2249,2295,2295,2200,2200,2250,2305,2350,2300,2250,2200,2195,2150,2075,2000,2000,1999,1999,1999,1956,2000,2100,2150,2200,2250,2300,2200,2275,2250,2350,2400,2500,2550,2600,2650,2700,2850,2800,2750,2700,2699,2722,2700,2750,2800,2800,2850,2895,2900,2800,2800,2750,2750,2750,2795,2800
East Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Flatbush,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,1300,1300,1275,1285,,,1375,1375,1350,1275,1200,1200,1200,1250,1350,1395,1395,1400,1400,1400,1500,1400,1395,1400,1425,1450,1450,1495,1485,1500,1500,1550,1575,1550,1550,1500,1550,1550,1550,1638,1650,1600,1600,1700,1650,1600,1650,1650,1650,1650,1650,1650,1650,1625,1675,1750,1750,1700,1700,1650,1650,1750,1800,1725,1655,1700,1793,1799,1795,1785,1738,1799,1799,1800,1889,1950,1945,1900,1898,1850,1800,1816,1799,1756,1799,1800,1799,1779,1900,1900,1945,1800,1850,1775,1800,1800,1875,2000,2025,1975,2100,2233,2200,2300,2300,2200,2000,2000,2199,2150,2212,2150,2299,2199,2325,2395,2450,2349,2350,2273,2350,2373,2399
East Harlem,Manhattan,neighborhood,1650,1673,1650,1600,1850,1995,1838,2064,2165,2000,2000,2000,1985,1800,1800,1775,1625,1800,1825,1900,1813,1813,1825,1838,2050,2000,2050,2025,2000,1900,1900,1997,2050,2100,2050,2090,2000,2104,2000,1980,2000,2000,2085,1941,1898,1850,1860,1895,1895,1885,1825,1850,1825,1800,1850,1860,1810,1825,1860,1895,1898,1941,2000,2000,2042,2090,2000,1995,2000,1950,1995,1980,2000,2000,2156,2095,2100,2176,2100,2070,2100,2110,2222,2222,2215,2268,2228,2225,2238,2215,2250,2215,2215,2215,1998,2000,2000,2050,2000,2000,2010,2050,2010,2045,2083,2025,2070,2000,1995,2050,2145,2063,2075,2050,2250,2200,2100,2086,2108,2100,2100,2150,2185,2250,2128,1963,1975,1950,1900,1900,1900,1885,1850,1850,1825,1863,1970,2000,2025,2050,2000,1995,1999,2050,2000,2200,2100,2200,2395,2350,2450,2499,2450,2450,2450,2373,2398,2450,2375,2573,2750,2753,2750,2600,2600,2595,2500,2500,2500,2500,2500
East New York,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198,,,,,,,,,,,,,1250,1300,,,1850,,1525,,,,,,1450,1425,,,,,,,1438,1499,1450,1500,1500,1500,1550,1487,1544,1500,1600,1550,1500,,1600,1600,1600,1595,1600,,1673,1666,1600,1650,,1650,1600,1600,1695,1695,1699,1695,1700,1748,1700,2050,1995,1999,1800,1746,,,,1699,1749,1650,1650,1650,1650,1600,1850,1699,1850,1700,1700,1750,1800,1748,1750,1625,1753,1800,1800,1850,1875,2000,2048,1990,1975,1975,2050,1785,1850,1950,1975,1950,1950,1850,1850,1995,2000,1900,1875,1900,1800,1850,2148,2200
East Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,,,1100,1100,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1563,,,,,,,,,,,,,,,,,1650,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,,,,,,,
East Village,Manhattan,neighborhood,2395,2300,2150,2400,2500,2250,2250,2250,2300,2500,2500,2695,2500,2473,2398,2373,2550,2495,2573,2500,2600,2500,2595,2495,2650,2595,2595,2750,2795,2673,2695,2700,2652,2750,2750,2700,2700,2700,2700,2775,2695,2738,2695,2775,2795,2750,2698,2695,2695,2673,2695,2695,2700,2700,2650,2650,2663,2595,2550,2600,2595,2500,2595,2600,2600,2650,2650,2750,2795,2773,2795,2795,2850,2895,2895,2800,2800,2800,2795,2750,2793,2750,2750,2700,2713,2813,2750,2800,2795,2750,2750,2750,2730,2700,2650,2695,2695,2699,2750,2795,2775,2783,2795,2705,2750,2700,2700,2695,2750,2850,2838,2850,2850,2850,2900,2895,2900,2895,3000,2900,2900,2995,2950,2933,2750,2695,2590,2500,2495,2400,2395,2395,2400,2450,2500,2525,2665,2797,2850,2800,2850,3038,3050,3150,3200,3300,3300,3425,3400,3400,3478,3400,3450,3450,3399,3425,3495,3585,3498,3500,3495,3495,3495,3449,3400,3300,3200,3495,3495,3438,3495
Eastchester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edenwald,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1950,1950,1900,1925,1900,1850,1795,1848,2100,2100,,1980,1834,1663,1595,1899,1950,1725,1725,1763,1675,1850,1700,1675,1700,1700,1559,1600,1800,1650,1888,1675,1650,1795,1750,1713,1750,1750,1700,1750,1850,1788,1675,1800,1800,1770,1700,1775,1700,1680,1550,1700,1800,1800,1800,1800,1860,1875,1800,1725,1750,1825,1800,1875,1749,1800,1800,1750,1773,1863,1850,1825,1800,1838,1820,1775,1745,1900,1850,1924,1863,1835,1842,1900,1888,1850,1850,1850,1898,1950,1988,1950,1895,1841,1833,1750,1750,1725,1725,1750,1750,1790,1800,1800,1750,1800,1850,1860,1870,1900,1850,1900,1850,1926,1895,2009,2100,1999,1999,2000,2100,2099,2100,2125,2099,2025,2000,2000,2150,2175,2035,2050,2100,2050,2050,2100,2198
